1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,20,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,
18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,15,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,15,1,0,13,2,2,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,25,1,5,5,1,1,0,1,4,0,0,0,0,0,0,0,0,5,15,3,5,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,
28,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
30,6,1,4,6,4,4,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,8,1,3,3,5,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
35,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,20,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,30,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,15,0,0,20,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
42,20,0,5,0,15,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,30,1,2,2,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,7,15,0,3,1,2,0,0,1,0,0,0,0,0,0,0,
44,18,0,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,10,1,2,2,4,4,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,
49,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,20,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,2,1,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"bow saw, tree saw, 2 bundles trash bags"
53,23,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,
54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
58,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,10,0,0,1,4,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,35,1,6,0,0,0,0,0,0,0,0,0,2,0,3,1,0,4,0,8,0,10,35,0,3,0,0,0,0,6,5,0,0,0,0,0,0,
62,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
63,25,1,0,6,0,0,0,0,3,0,2,0,1,0,2,0,0,4,5,1,1,5,8,7,2,0,0,0,0,0,0,0,0,0,0,1,0,"scrub brushes"
64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
67,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,9,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,
70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
72,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
75,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,6,6,2,0,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
76,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
78,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,15,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
81,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
82,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
84,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
85,10,1,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,0,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
